"taxon_id (Info Flora)";"Wissenschaftlicher Name";"LIST 2021";Habitus;Name DE;;;Nom FR;;;Nome IT;;;"Jura";"Mittelland";"Alpennordflanke";"Zentralalpen W";"Zentralalpen O";"Alpensüdflanke";IFL 2014;"Anhang 2 (FrSV)"
1005750;Aster novi-belgii aggr. - Aster ×salignus Willd. [Nur als Aggregat behandelt];INV;Kr;Weiden-Aster;link;https://www.infoflora.ch/de/flora/1005750;Aster à feuilles de saule;link;https://www.infoflora.ch/fr/flore/1005750;Astro a foglie di salice;link;https://www.infoflora.ch/it/flora/1005750;/;/;/;/;/;/;/;
1005760;Aster novi-belgii aggr. - Aster ×versicolor Willd. [Nur als Aggregat behandelt];INV;Kr;Gescheckte Aster;link;https://www.infoflora.ch/de/flora/1005760;Aster versicolore;link;https://www.infoflora.ch/fr/flore/1005760;Astro cangiante;link;https://www.infoflora.ch/it/flora/1005760;/;/;/;/;/;/;/;
1007560;Broussonetia papyrifera (L.) Vent.;INV;Ba;Papiermaulbeerbaum;link;https://www.infoflora.ch/de/flora/1007560;Mûrier de Chine;link;https://www.infoflora.ch/fr/flore/1007560;Gelso da carta;link;https://www.infoflora.ch/it/flora/1007560;;*;*;;;*;AL;
1007600;Buddleja davidii Franch.;INV;St;Schmetterlingsstrauch;link;https://www.infoflora.ch/de/flora/1007600;Buddléia de David;link;https://www.infoflora.ch/fr/flore/1007600;Buddleja;link;https://www.infoflora.ch/it/flora/1007600;***;***;***;***;***;***;BL;
1007660;Bunias orientalis L.;INV;Kr;Glattes Zackenschötchen;link;https://www.infoflora.ch/de/flora/1007660;Bunias d'Orient;link;https://www.infoflora.ch/fr/flore/1007660;Cascellore orientale;link;https://www.infoflora.ch/it/flora/1007660;***;***;**;***;**;*;BL;
1010746;Celastrus orbiculatus Thunb.;INV;Li;Rundblättriger Baumwürger;link;https://www.infoflora.ch/de/flora/1010746;Bourreau des arbres asiatique;link;https://www.infoflora.ch/fr/flore/1010746;Celastro;link;https://www.infoflora.ch/it/flora/1010746;;*;*;;;*;AL;
1013170;Cornus sericea L.;INV;St;Seidiger Hornstrauch;link;https://www.infoflora.ch/de/flora/1013170;Cornouiller soyeux;link;https://www.infoflora.ch/fr/flore/1013170;Corniolo serico;link;https://www.infoflora.ch/it/flora/1013170;**;***;***;*;*;*;WL;
1013440;Cotoneaster horizontalis Decne.;INV;St;Korallenstrauch;link;https://www.infoflora.ch/de/flora/1013440;Cotonéaster horizontal;link;https://www.infoflora.ch/fr/flore/1013440;Cotognastro orizzontale;link;https://www.infoflora.ch/it/flora/1013440;**;***;**;**;*;*;AL;
1016360;Elodea canadensis Michx.;INV;Wa;Kanadische Wasserpest;link;https://www.infoflora.ch/de/flora/1016360;Elodée du Canada;link;https://www.infoflora.ch/fr/flore/1016360;Peste d'acqua comune;link;https://www.infoflora.ch/it/flora/1016360;**;***;***;**;*;*;BL;
1016380;Elodea nuttallii (Planch.) H. St. John;INV;Wa;Nuttalls Wasserpest;link;https://www.infoflora.ch/de/flora/1016380;Elodée de Nuttall;link;https://www.infoflora.ch/fr/flore/1016380;Peste d'acqua di Nuttall;link;https://www.infoflora.ch/it/flora/1016380;*;***;***;*;*;**;BL;X
1017510;Erigeron annuus (L.) Desf.;INV;Kr;Einjähriges Berufkraut;link;https://www.infoflora.ch/de/flora/1017510;Vergerette annuelle;link;https://www.infoflora.ch/fr/flore/1017510;Cespica annua;link;https://www.infoflora.ch/it/flora/1017510;***;***;***;***;***;***;BL;
1020280;Galega officinalis L.;INV;Kr;Geissraute;link;https://www.infoflora.ch/de/flora/1020280;Galéga officinal;link;https://www.infoflora.ch/fr/flore/1020280;Capraggine comune;link;https://www.infoflora.ch/it/flora/1020280;*;***;*;*;;*;WL;
1021800;Glyceria striata (Lam.) Hitchc.;INV;Gr;Gestreiftes Süssgras;link;https://www.infoflora.ch/de/flora/1021800;Glycérie striée;link;https://www.infoflora.ch/fr/flore/1021800;Gramignone striato;link;https://www.infoflora.ch/it/flora/1021800;*;**;**;;*;*;KL;
1022310;Helianthus tuberosus L.;INV;Kr;Topinambur;link;https://www.infoflora.ch/de/flora/1022310;Topinambour;link;https://www.infoflora.ch/fr/flore/1022310;Girasole del Canada;link;https://www.infoflora.ch/it/flora/1022310;*;**;*;*;*;**;WL;
1022580;Heracleum mantegazzianum Sommier & Levier;INV;Kr;Riesen-Bärenklau;link;https://www.infoflora.ch/de/flora/1022580;Berce du Caucase;link;https://www.infoflora.ch/fr/flore/1022580;Panace di Mantegazza;link;https://www.infoflora.ch/it/flora/1022580;**;***;***;***;***;***;BL;X
1024410;Impatiens glandulifera Royle;INV;Kr;Drüsiges Springkraut;link;https://www.infoflora.ch/de/flora/1024410;Impatiente glanduleuse;link;https://www.infoflora.ch/fr/flore/1024410;Balsamina ghiandolosa;link;https://www.infoflora.ch/it/flora/1024410;***;***;***;***;***;***;BL;X
1025620;Lagarosiphon major (Ridl.) Moss;INV;Wa;Schmalrohr;link;https://www.infoflora.ch/de/flora/1025620;Grand lagarosiphon;link;https://www.infoflora.ch/fr/flore/1025620;Peste d'acqua arcuata;link;https://www.infoflora.ch/it/flora/1025620;;*;*;;;*;AL;
1027410;Lonicera henryi Hemsl.;INV;Li;Henrys Geissblatt;link;https://www.infoflora.ch/de/flora/1027410;Chèvrefeuille de Henry;link;https://www.infoflora.ch/fr/flore/1027410;Caprifoglio di Henry;link;https://www.infoflora.ch/it/flora/1027410;*;***;**;;;*;BL;
1027420;Lonicera japonica Thunb.;INV;Li;Japanisches Geissblatt;link;https://www.infoflora.ch/de/flora/1027420;Chèvrefeuille du Japon;link;https://www.infoflora.ch/fr/flore/1027420;Caprifoglio giapponese;link;https://www.infoflora.ch/it/flora/1027420;*;***;*;*;;***;BL;
1027570;Ludwigia grandiflora (Michx.) Greuter & Burdet;INV;Wa;Grossblütiges Heusenkraut;link;https://www.infoflora.ch/de/flora/1027570;Ludwigie à grandes fleurs;link;https://www.infoflora.ch/fr/flore/1027570;Porracchia a fiori grandi;link;https://www.infoflora.ch/it/flora/1027570;;*;;;;;BL;X
1027595;Ludwigia ×kentiana E. J. Clement;INV;Wa;Kents Heusenkraut;link;https://www.infoflora.ch/de/flora/1027595;Ludwigie de Kent;link;https://www.infoflora.ch/fr/flore/1027595;Porracchia di Kent;link;https://www.infoflora.ch/it/flora/1027595;;**;;;;;AL;X
1027640;Lupinus polyphyllus Lindl.;INV;Kr;Vielblättrige Lupine;link;https://www.infoflora.ch/de/flora/1027640;Lupin à folioles nombreuses;link;https://www.infoflora.ch/fr/flore/1027640;Lupino fogliuto;link;https://www.infoflora.ch/it/flora/1027640;*;**;**;***;***;**;BL;
1029880;Myriophyllum aquaticum (Vell.) Verdc.;INV;Wa;Brasilianisches Tausendblatt;link;https://www.infoflora.ch/de/flora/1029880;Myriophylle aquatique;link;https://www.infoflora.ch/fr/flore/1029880;Millefoglio americano;link;https://www.infoflora.ch/it/flora/1029880;;**;*;;;;BL;
1029890;Myriophyllum heterophyllum Michx.;INV;Wa;Verschiedenblättriges Tausendblatt;link;https://www.infoflora.ch/de/flora/1029890;Myriophylle à feuilles de deux formes;link;https://www.infoflora.ch/fr/flore/1029890;Millefoglio a due forme di foglie;link;https://www.infoflora.ch/it/flora/1029890;;*;;;;;AL;
1032640;Parthenocissus quinquefolia aggr. - Parthenocissus inserta (A. Kern.) Fritsch;INV;Li;Gewöhnliche Jungfernrebe;link;https://www.infoflora.ch/de/flora/1032640;Vigne vierge commune;link;https://www.infoflora.ch/fr/flore/1032640;Vite del Canadà domestica;link;https://www.infoflora.ch/it/flora/1032640;**;***;**;**;*;**;WL;
1032645;Parthenocissus quinquefolia aggr.;INV;Li;Fünffingerige Jungfernrebe;link;https://www.infoflora.ch/de/flora/1032645;Vigne vierge à cinq folioles;link;https://www.infoflora.ch/fr/flore/1032645;Vite del Canadà comune;link;https://www.infoflora.ch/it/flora/1032645;*;**;*;*;*;**;/;
1032650;Parthenocissus quinquefolia aggr. - Parthenocissus quinquefolia (L.) Planch.;INV;Li;Fünffingerige Jungfernrebe;link;https://www.infoflora.ch/de/flora/1032650;Vigne vierge à cinq folioles;link;https://www.infoflora.ch/fr/flore/1032650;Vite del Canadà a cinque foglie;link;https://www.infoflora.ch/it/flora/1032650;*;**;*;*;*;**;NEW;
1033485;Phyllostachys aurea Rivière & C. Rivière;INV;Gr;Gold-Bambus;link;https://www.infoflora.ch/de/flora/1033485;Bambou doré;link;https://www.infoflora.ch/fr/flore/1033485;Bambù dorato;link;https://www.infoflora.ch/it/flora/1033485;;*;*;;;*;AL;
1035150;Polygonum polystachyum Meisn.;INV;Kr;Vielähriger Knöterich;link;https://www.infoflora.ch/de/flora/1035150;Renouée à épis nombreux;link;https://www.infoflora.ch/fr/flore/1035150;Poligono con spighe numerose;link;https://www.infoflora.ch/it/flora/1035150;*;**;**;*;*;**;BL;X
1036590;Prunus laurocerasus L.;INV;St;Kirschlorbeer;link;https://www.infoflora.ch/de/flora/1036590;Laurier-cerise;link;https://www.infoflora.ch/fr/flore/1036590;Lauroceraso;link;https://www.infoflora.ch/it/flora/1036590;***;***;***;***;*;***;BL;
1036660;Prunus serotina Ehrh.;INV;Ba;Herbst-Traubenkirsche;link;https://www.infoflora.ch/de/flora/1036660;Merisier tardif;link;https://www.infoflora.ch/fr/flore/1036660;Pruno autunnale;link;https://www.infoflora.ch/it/flora/1036660;*;**;*;*;;**;BL;
1036720;Pseudosasa japonica (Steud.) Nakai;INV;Gr;Japanischer Bambus;link;https://www.infoflora.ch/de/flora/1036720;Bambou du Japon;link;https://www.infoflora.ch/fr/flore/1036720;Pseudosasa giapponese;link;https://www.infoflora.ch/it/flora/1036720;;*;*;;;*;AL;
1036830;Pueraria lobata (Willd.) Ohwi;INV;Li;Kopoubohne;link;https://www.infoflora.ch/de/flora/1036830;Puéraire hérissée;link;https://www.infoflora.ch/fr/flore/1036830;Kudzu, Pueraria irsuta;link;https://www.infoflora.ch/it/flora/1036830;*;*;;;;**;BL;
1038135;Reynoutria japonica aggr. ;INV;Kr;Staudenknöterich;link;https://www.infoflora.ch/de/flora/1038135;Renouée;link;https://www.infoflora.ch/fr/flore/1038135;Poligono asiatico;link;https://www.infoflora.ch/it/flora/1038135;***;***;***;**;***;***;BL;X
1038140;Reynoutria japonica aggr. - Reynoutria japonica Houtt.;INV;Kr;Japanischer Staudenknöterich;link;https://www.infoflora.ch/de/flora/1038140;Renouée du Japon;link;https://www.infoflora.ch/fr/flore/1038140;Poligono del Giappone;link;https://www.infoflora.ch/it/flora/1038140;***;***;***;***;**;***;BL;X
1038150;Reynoutria japonica aggr. - Reynoutria sachalinensis (F. Schmidt) Nakai;INV;Kr;Sachalin-Staudenknöterich;link;https://www.infoflora.ch/de/flora/1038150;Renouée de Sakhaline;link;https://www.infoflora.ch/fr/flore/1038150;Poligono di Sachalin;link;https://www.infoflora.ch/it/flora/1038150;*;**;*;*;**;*;BL;X
1038160;Reynoutria japonica aggr. - Reynoutria ×bohemica Chrtek & Chrtková;INV;Kr;Bastard-Staudenknöterich;link;https://www.infoflora.ch/de/flora/1038160;Renouée de Bohême;link;https://www.infoflora.ch/fr/flore/1038160;Poligono di Boemia, poligono ibrido;link;https://www.infoflora.ch/it/flora/1038160;**;**;*;*;*;**;BL;X
1038390;Rhus typhina L.;INV;St;Essigbaum;link;https://www.infoflora.ch/de/flora/1038390;Sumac;link;https://www.infoflora.ch/fr/flore/1038390;Sommacco maggiore;link;https://www.infoflora.ch/it/flora/1038390;**;***;***;***;***;***;BL;X
1038500;Robinia pseudoacacia L.;INV;Ba;Robinie;link;https://www.infoflora.ch/de/flora/1038500;Robinier;link;https://www.infoflora.ch/fr/flore/1038500;Robinia;link;https://www.infoflora.ch/it/flora/1038500;***;***;***;***;**;***;BL;
1039160;Rubus armeniacus Focke;INV;Li;Armenische Brombeere;link;https://www.infoflora.ch/de/flora/1039160;Ronce d'Arménie;link;https://www.infoflora.ch/fr/flore/1039160;Rovo d'Armenia;link;https://www.infoflora.ch/it/flora/1039160;***;***;***;**;**;**;BL;
1039780;Rubus phoenicolasius Maxim.;INV;Li;Rotborstige Himbeere;link;https://www.infoflora.ch/de/flora/1039780;Framboisier du Japon;link;https://www.infoflora.ch/fr/flore/1039780;Lampone del Giappone;link;https://www.infoflora.ch/it/flora/1039780;*;**;*;;;**;AL;
1043020;Sedum spurium M. Bieb.;INV;Su;Kaukasus-Fettkraut;link;https://www.infoflora.ch/de/flora/1043020;Orpin bâtard;link;https://www.infoflora.ch/fr/flore/1043020;Borracina caucasica;link;https://www.infoflora.ch/it/flora/1043020;**;***;**;*;*;*;WL;
1043030;Sedum stoloniferum S. G. Gmel.;INV;Su;Ausläuferbildendes Fettkraut;link;https://www.infoflora.ch/de/flora/1043030;Orpin stolonifère;link;https://www.infoflora.ch/fr/flore/1043030;Borracina stolonifera;link;https://www.infoflora.ch/it/flora/1043030;*;**;**;*;;*;WL;
1043360;Senecio inaequidens DC.;INV;Kr;Südafrikanisches Greiskraut;link;https://www.infoflora.ch/de/flora/1043360;Séneçon sud-africain;link;https://www.infoflora.ch/fr/flore/1043360;Senecione sudafricano;link;https://www.infoflora.ch/it/flora/1043360;***;***;***;***;***;**;BL;X
1043850;Sicyos angulatus L.;INV;Li;Haargurke;link;https://www.infoflora.ch/de/flora/1043850;Sicyos anguleux;link;https://www.infoflora.ch/fr/flore/1043850;Sicios angoloso;link;https://www.infoflora.ch/it/flora/1043850;*;;;;;**;BL;
1044575;Solidago canadensis aggr. ;INV;Kr;Kanadische Goldrute;link;https://www.infoflora.ch/de/flora/1044575;Solidage du Canada;link;https://www.infoflora.ch/fr/flore/1044575;Verga d'oro americana;link;https://www.infoflora.ch/it/flora/1044575;***;***;***;***;***;**;/;X
1044580;Solidago canadensis aggr. - Solidago canadensis L.;INV;Kr;Kanadische Goldrute;link;https://www.infoflora.ch/de/flora/1044580;Solidage du Canada;link;https://www.infoflora.ch/fr/flore/1044580;Verga d'oro del Canada;link;https://www.infoflora.ch/it/flora/1044580;***;***;***;***;**;***;BL;X
1044590;Solidago canadensis aggr. - Solidago gigantea Aiton;INV;Kr;Spätblühende Goldrute;link;https://www.infoflora.ch/de/flora/1044590;Solidage géant;link;https://www.infoflora.ch/fr/flore/1044590;Verga d'oro maggiore;link;https://www.infoflora.ch/it/flora/1044590;***;***;***;**;**;***;BL;X
1047080;Toxicodendron radicans (L.) Kuntze;INV;Li;Kletternder Giftsumach;link;https://www.infoflora.ch/de/flora/1047080;Arbre à la gale;link;https://www.infoflora.ch/fr/flore/1047080;Edera velenosa;link;https://www.infoflora.ch/it/flora/1047080;;;;;;*;BL;
1047110;Trachycarpus fortunei (Hook.) H. Wendl.;INV;Ba;Fortunes Hanfpalme;link;https://www.infoflora.ch/de/flora/1047110;Palmier chanvre;link;https://www.infoflora.ch/fr/flore/1047110;Palma di Fortune;link;https://www.infoflora.ch/it/flora/1047110;*;***;**;*;*;***;BL;
1000020;Abutilon theophrasti Medik.;P_INV;Kr;Chinesische Samtpappel;link;https://www.infoflora.ch/de/flora/1000020;Abutilon de Théophraste;link;https://www.infoflora.ch/fr/flore/1000020;Cencio molle;link;https://www.infoflora.ch/it/flora/1000020;*;**;*;;;*;BL;
1000740;Actinidia chinensis Planch.;P_INV;Li;Kiwi;link;https://www.infoflora.ch/de/flora/1000740;Kiwi;link;https://www.infoflora.ch/fr/flore/1000740;Kiwi;link;https://www.infoflora.ch/it/flora/1000740;*;*;*;*;;**;AL;
1001240;Akebia quinata (Houtt.) Decne.;P_INV;Li;Fingerblättrige Akebie;link;https://www.infoflora.ch/de/flora/1001240;Akébie à cinq feuilles;link;https://www.infoflora.ch/fr/flore/1001240;Akebia a cinque foglie;link;https://www.infoflora.ch/it/flora/1001240;;*;*;;;*;AL;
1003260;Ambrosia trifida L.;P_INV;Kr;Dreispaltige Ambrosie;link;https://www.infoflora.ch/de/flora/1003260;Ambroisie trifide;link;https://www.infoflora.ch/fr/flore/1003260;Ambrosia trifida;link;https://www.infoflora.ch/it/flora/1003260;*;*;;;;;AL;
1004590;Aralia elata (Miq.) Seem.;P_INV;St;Japanische Aralie;link;https://www.infoflora.ch/de/flora/1004590;Aralie élevée;link;https://www.infoflora.ch/fr/flore/1004590;Angelica del giappone;link;https://www.infoflora.ch/it/flora/1004590;;**;*;*;;;AL;
1006330;Azolla filiculoides Lam.;P_INV;Wa;Grosser Algenfarn;link;https://www.infoflora.ch/de/flora/1006330;Azolla fausse filicule;link;https://www.infoflora.ch/fr/flore/1006330;Azolla maggiore;link;https://www.infoflora.ch/it/flora/1006330;;*;;;;;AL;
1006480;Bassia scoparia (L.) A. J. Scott;P_INV;Kr;Besen-Radmelde;link;https://www.infoflora.ch/de/flora/1006480;Bassie à balais;link;https://www.infoflora.ch/fr/flore/1006480;Granata comune;link;https://www.infoflora.ch/it/flora/1006480;*;*;;**;*;;WL;
1007490;Bromus riparius Rehmann;P_INV;Gr;Ufer-Trespe;link;https://www.infoflora.ch/de/flora/1007490;Brome des rivages;link;https://www.infoflora.ch/fr/flore/1007490;Forasacco delle ripe;link;https://www.infoflora.ch/it/flora/1007490;*;**;**;*;*;*;AL;
1012100;Chorispora tenella (Pall.) DC.;P_INV;Kr;Zarte Gliederschote;link;https://www.infoflora.ch/de/flora/1012100;Chorispora délicate;link;https://www.infoflora.ch/fr/flore/1012100;Corispora delicata;link;https://www.infoflora.ch/it/flora/1012100;;*;;**;*;;AL;
1014370;Cyperus esculentus L.;P_INV;Gr;Essbares Zypergras;link;https://www.infoflora.ch/de/flora/1014370;Souchet comestible;link;https://www.infoflora.ch/fr/flore/1014370;Zigolo dolce;link;https://www.infoflora.ch/it/flora/1014370;*;***;*;;*;**;BL;
1015410;Diospyros lotus L.;P_INV;Ba;Lotuspflaume;link;https://www.infoflora.ch/de/flora/1015410;Plaqueminier lotier;link;https://www.infoflora.ch/fr/flore/1015410;Albero di Sant'Andrea;link;https://www.infoflora.ch/it/flora/1015410;*;*;*;;;**;NEW;
1016370;Elodea densa (Planch.) Casp. ;P_INV;Wa;Dichtblättrige Wasserpest;link;https://www.infoflora.ch/de/flora/1016370;Elodée dense;link;https://www.infoflora.ch/fr/flore/1016370;Peste d'acqua maggiore;link;https://www.infoflora.ch/it/flora/1016370;;*;*;*;;*;AL;
1017580;Erigeron karvinskianus DC.;P_INV;Kr;Karvinskis Berufkraut;link;https://www.infoflora.ch/de/flora/1017580;Vergerette mucronée;link;https://www.infoflora.ch/fr/flore/1017580;Cespica karvinskiana;link;https://www.infoflora.ch/it/flora/1017580;*;**;**;;*;**;AL;
1018070;Euonymus fortunei (Turcz.) Hand.-Mazz.;P_INV;Li;Kletter-Spindelstrauch;link;https://www.infoflora.ch/de/flora/1018070;Fusain de fortune;link;https://www.infoflora.ch/fr/flore/1018070;Evonimo di Fortune;link;https://www.infoflora.ch/it/flora/1018070;*;*;*;;;*;NEW;
1024390;Impatiens balfourii Hook. f.;P_INV;Kr;Balfours Springkraut;link;https://www.infoflora.ch/de/flora/1024390;Impatiente bicolore;link;https://www.infoflora.ch/fr/flore/1024390;Balsamina di Balfour;link;https://www.infoflora.ch/it/flora/1024390;*;**;*;**;*;**;WL;
1027470;Lonicera pileata Oliv.;P_INV;St;Immergrüne Kriech-Heckenkirsche;link;https://www.infoflora.ch/de/flora/1027470;Chèvrefeuille toujours vert rampant;link;https://www.infoflora.ch/fr/flore/1027470;Caprifoglio sempreverde strisciante;link;https://www.infoflora.ch/it/flora/1027470;**;***;**;*;;*;AL;
1029320;Miscanthus sinensis Andersson;P_INV;Gr;Chinaschilf;link;https://www.infoflora.ch/de/flora/1029320;Roseau de Chine, Eulalie;link;https://www.infoflora.ch/fr/flore/1029320;Eulalia cinese;link;https://www.infoflora.ch/it/flora/1029320;*;**;*;*;;*;AL;
1030090;Nassella tenuissima (Trin.) Barkworth;P_INV;Gr;Zartes Federgras;link;https://www.infoflora.ch/de/flora/1030090;Cheveux d'Ange;link;https://www.infoflora.ch/fr/flore/1030090;Lino delle fate messicano;link;https://www.infoflora.ch/it/flora/1030090;*;**;*;*;;*;AL;
1030605;Oenanthe javanica DC.;P_INV;Wa;Wasserfenchel;link;https://www.infoflora.ch/de/flora/1030605;Persil japonais;link;https://www.infoflora.ch/fr/flore/1030605;Finocchio acquatico di Giava;link;https://www.infoflora.ch/it/flora/1030605;;;;;;*;AL;
1031230;Opuntia humifusa (Raf.) Raf.;P_INV;Su;Gemeiner Feigenkaktus;link;https://www.infoflora.ch/de/flora/1031230;Figuier d'Inde;link;https://www.infoflora.ch/fr/flore/1031230;Fico d'India nano;link;https://www.infoflora.ch/it/flora/1031230;*;*;*;**;;*;WL;
1031270;Opuntia phaeacantha Engelm.;P_INV;Su;Mattstacheliger Feigenkaktus;link;https://www.infoflora.ch/de/flora/1031270;Oponce à épines sombres;link;https://www.infoflora.ch/fr/flore/1031270;Fico d'India a spine brune;link;https://www.infoflora.ch/it/flora/1031270;;*;*;**;;*;NEW;
1032730;Paulownia tomentosa (Thunb.) Steud.;P_INV;Ba;Blauglockenbaum;link;https://www.infoflora.ch/de/flora/1032730;Paulownia;link;https://www.infoflora.ch/fr/flore/1032730;Paulownia;link;https://www.infoflora.ch/it/flora/1032730;*;***;**;**;*;***;WL;
1033780;Phytolacca americana L.;P_INV;Kr;Amerikanische Kermesbeere;link;https://www.infoflora.ch/de/flora/1033780;Raisin d'Amérique;link;https://www.infoflora.ch/fr/flore/1033780;Cremesina uva turca;link;https://www.infoflora.ch/it/flora/1033780;*;**;*;*;*;***;WL;
1038810;Rosa multiflora Thunb.;P_INV;St;Vielblütige Rose;link;https://www.infoflora.ch/de/flora/1038810;Rosier à fleurs nombreuses;link;https://www.infoflora.ch/fr/flore/1038810;Rosa multiflora;link;https://www.infoflora.ch/it/flora/1038810;*;***;*;;;*;AL;
1040510;Sagittaria latifolia Willd.;P_INV;Wa;Breitblättriges Pfeilkraut;link;https://www.infoflora.ch/de/flora/1040510;Sagittaire à larges feuilles;link;https://www.infoflora.ch/fr/flore/1040510;Sagittaria americana;link;https://www.infoflora.ch/it/flora/1040510;*;**;*;*;*;*;WL;
1044380;Solanum carolinense L.;P_INV;Kr;Carolina-Nachtschatten;link;https://www.infoflora.ch/de/flora/1044380;Morelle de Caroline;link;https://www.infoflora.ch/fr/flore/1044380;Morella della Carolina;link;https://www.infoflora.ch/it/flora/1044380;;*;;;;*;BL;
1044600;Solidago graminifolia (L.) Salisb.;P_INV;Kr;Grasblättrige Goldrute;link;https://www.infoflora.ch/de/flora/1044600;Solidage à feuilles de graminée;link;https://www.infoflora.ch/fr/flore/1044600;Verga d'oro a foglie graminacee;link;https://www.infoflora.ch/it/flora/1044600;;**;*;;;;AL;(X)
1044850;Sorghum halepense (L.) Pers.;P_INV;Gr;Wilde Mohrenhirse;link;https://www.infoflora.ch/de/flora/1044850;Sorgho d'Alep;link;https://www.infoflora.ch/fr/flore/1044850;Sorgo selvatico, Sorgo d'Aleppo;link;https://www.infoflora.ch/it/flora/1044850;*;**;**;*;*;**;AL;
1045140;Sporobolus indicus (L.) R. Br.;P_INV;Gr;Indisches Fallsamengras;link;https://www.infoflora.ch/de/flora/1045140;Sporobole d'Inde;link;https://www.infoflora.ch/fr/flore/1045140;Gramigna d'India;link;https://www.infoflora.ch/it/flora/1045140;*;**;*;;;**;AL;
1045730;Symphoricarpos albus (L.) S. F. Blake;P_INV;St;Schneebeere;link;https://www.infoflora.ch/de/flora/1045730;Symphorine blanche;link;https://www.infoflora.ch/fr/flore/1045730;Lacrime d'Italia;link;https://www.infoflora.ch/it/flora/1045730;**;***;**;*;*;*;WL;
1049570;Viburnum rhytidophyllum Hemsl.;P_INV;St;Runzelblättriger Schneeball;link;https://www.infoflora.ch/de/flora/1049570;Viorne rugueuse;link;https://www.infoflora.ch/fr/flore/1049570;Viburno rugoso;link;https://www.infoflora.ch/it/flora/1049570;**;***;**;*;*;*;AL;
1050423;Vitis riparia aggr. ;P_INV;Li;Ufer-Rebe;link;https://www.infoflora.ch/de/flora/1050423;Vigne des rivages;link;https://www.infoflora.ch/fr/flore/1050423;Vite riparia, vite delle rive;link;https://www.infoflora.ch/it/flora/1050423;;*;;*;;*;NEW;
